code,icao,ident,name,city,state,lat,lon,type,runways
AZA,KIWA,KIWA,Mesa Gateway Airport,Mesa,AZ,33.3078,-111.654999,medium_airport,3.0
RSL,KRSL,KRSL,Russell Municipal Airport,Russell,KS,38.872100830078,-98.811798095703,medium_airport,1.0
JAC,KJAC,KJAC,Jackson Hole Airport,Jackson,WY,43.6073,-110.737999,medium_airport,1.0
RUT,KRUT,KRUT,Rutland - Southern Vermont Regional Airport,Rutland,VT,43.5294,-72.9496,medium_airport,2.0
RIV,KRIV,KRIV,March Air Reserve Base,Riverside,CA,33.880699,-117.259003,medium_airport,1.0
RIL,KRIL,KRIL,Garfield County Regional Airport,Rifle,CO,39.526299,-107.726997,medium_airport,1.0
LEB,KLEB,KLEB,Lebanon Municipal Airport,Lebanon,NH,43.626098632799994,-72.30419921880001,medium_airport,2.0
LUK,KLUK,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,OH,39.102357,-84.418945,medium_airport,3.0
PWK,KPWK,KPWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,IL,42.114222,-87.901494,medium_airport,2.0
LVM,KLVM,KLVM,Mission Field,Livingston,MT,45.6994018555,-110.447998047,medium_airport,2.0
LVS,KLVS,KLVS,Las Vegas Municipal Airport,Las Vegas,NM,35.654202,-105.141998,medium_airport,2.0
LWB,KLWB,KLWB,Greenbrier Valley Airport,Lewisburg,WV,37.857914,-80.400438,medium_airport,1.0
PVU,KPVU,KPVU,Provo Municipal Airport,Provo,UT,40.218894,-111.722445,medium_airport,2.0
LWM,KLWM,KLWM,Lawrence Municipal Airport,Lawrence,MA,42.717201232899995,-71.1233978271,medium_airport,2.0
LWS,KLWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,ID,46.3745002746582,-117.01499938964844,medium_airport,2.0
LWT,KLWT,KLWT,Lewistown Municipal Airport,Lewistown,MT,47.048429,-109.466143,medium_airport,3.0
LYH,KLYH,KLYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,VA,37.326698,-79.200401,medium_airport,2.0
PUW,KPUW,KPUW,Pullman-Moscow Regional Airport,Pullman,WA,46.741601,-117.11163,medium_airport,1.0
PUB,KPUB,KPUB,Pueblo Memorial Airport,Pueblo,CO,38.289101,-104.497002,medium_airport,3.0
MAF,KMAF,KMAF,Midland International Air and Space Port,Midland,TX,31.942499,-102.202003,medium_airport,4.0
LUF,KLUF,KLUF,Luke Air Force Base,Glendale,AZ,33.535,-112.383003,medium_airport,2.0
MBG,KMBG,KMBG,Mobridge Municipal Airport,Mobridge,SD,45.54650116,-100.4079971,medium_airport,1.0
MBS,KMBS,KMBS,MBS International Airport,Freeland,MI,43.533181,-84.083104,medium_airport,2.0
MCB,KMCB,KMCB,McComb-Pike County Airport / John E Lewis Field,McComb,MS,31.178499,-90.471901,medium_airport,1.0
MCC,KMCC,KMCC,McClellan Airfield,Sacramento,CA,38.667599,-121.401001,medium_airport,1.0
MCE,KMCE,KMCE,Merced Regional Macready Field,Merced,CA,37.284698,-120.514,medium_airport,1.0
MCF,KMCF,KMCF,MacDill Air Force Base,Tampa,FL,27.8493,-82.521202,medium_airport,1.0
MCK,KMCK,KMCK,McCook Ben Nelson Regional Airport,McCook,NE,40.207787,-100.592794,medium_airport,2.0
MCN,KMCN,KMCN,Middle Georgia Regional Airport,Macon,GA,32.69279861450195,-83.64920043945312,medium_airport,2.0
MCW,KMCW,KMCW,Mason City Municipal Airport,Mason City,IA,43.159801,-93.329716,medium_airport,2.0
MDH,KMDH,KMDH,Southern Illinois Airport,Murphysboro,IL,37.778099,-89.251999,medium_airport,3.0
MDT,KMDT,KMDT,Harrisburg International Airport,Harrisburg,PA,40.192838,-76.762333,medium_airport,1.0
PSM,KPSM,KPSM,Portsmouth International Airport at Pease,Portsmouth,NH,43.0779,-70.823303,medium_airport,1.0
MEI,KMEI,KMEI,Key Field / Meridian Regional Airport,Meridian,MS,32.3326,-88.7519,medium_airport,2.0
MER,KMER,KMER,Castle Airport,Merced,CA,37.38050079,-120.5680008,medium_airport,1.0
PTK,KPTK,KPTK,Oakland County International Airport,Pontiac,MI,42.665500640869,-83.420097351074,medium_airport,2.0
LTS,KLTS,KLTS,Altus Air Force Base,Altus,OK,34.667099,-99.266701,medium_airport,3.0
LSV,KLSV,KLSV,Nellis Air Force Base,Las Vegas,NV,36.2361984253,-115.033996582,medium_airport,2.0
PWT,KPWT,KPWT,Bremerton National Airport,Bremerton,WA,47.490200042725,-122.76499938965,medium_airport,1.0
LEE,KLEE,KLEE,Leesburg International Airport,Leesburg,FL,28.82309914,-81.80870056,medium_airport,2.0
LEX,KLEX,KLEX,Blue Grass Airport,Lexington,KY,38.035066,-84.606738,medium_airport,2.0
LFI,KLFI,KLFI,Langley Air Force Base,Hampton,VA,37.082901,-76.360497,medium_airport,1.0
LFK,KLFK,KLFK,Angelina County Airport,Lufkin,TX,31.2339992523,-94.75,medium_airport,2.0
LFT,KLFT,KLFT,Lafayette Regional Airport,Lafayette,LA,30.205299,-91.987602,medium_airport,3.0
RHI,KRHI,KRHI,Rhinelander Oneida County Airport,Rhinelander,WI,45.63119888305664,-89.46749877929688,medium_airport,2.0
LGU,KLGU,KLGU,Logan-Cache Airport,Logan,UT,41.7911987305,-111.851997375,medium_airport,2.0
RFD,KRFD,KRFD,Chicago Rockford International Airport,Chicago/Rockford,IL,42.1954,-89.097198,medium_airport,2.0
LIT,KLIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,AR,34.729222,-92.223591,medium_airport,3.0
RDR,KRDR,KRDR,Grand Forks Air Force Base,Grand Forks,ND,47.961101532,-97.4011993408,medium_airport,1.0
RDM,KRDM,KRDM,Roberts Field,Redmond,OR,44.254101,-121.150002,medium_airport,2.0
RDG,KRDG,KRDG,Reading Regional Airport (Carl A Spaatz Field),Reading,PA,40.378502,-75.965202,medium_airport,2.0
RDD,KRDD,KRDD,Redding Municipal Airport,Redding,CA,40.50899887,-122.2929993,medium_airport,2.0
LMT,KLMT,KLMT,Crater Lake-Klamath Regional Airport,Klamath Falls,OR,42.156101,-121.733002,medium_airport,2.0
LND,KLND,KLND,Hunt Field,Lander,WY,42.815201,-108.730003,medium_airport,1.0
LNK,KLNK,KLNK,Lincoln Airport,Lincoln,NE,40.844882,-96.76178,medium_airport,3.0
RCA,KRCA,KRCA,Ellsworth Air Force Base,Rapid City,SD,44.14500046,-103.1039963,medium_airport,1.0
RBL,KRBL,KRBL,Red Bluff Municipal Airport,Red Bluff,CA,40.1506996155,-122.251998901,medium_airport,1.0
LNS,KLNS,KLNS,Lancaster Airport,Lancaster,PA,40.121700286865234,-76.29609680175781,medium_airport,2.0
LOL,KLOL,KLOL,Derby Field,Lovelock,NV,40.0663986206,-118.565002441,medium_airport,2.0
LOU,KLOU,KLOU,Bowman Field,Louisville,KY,38.2280006409,-85.6636962891,medium_airport,2.0
LOZ,KLOZ,KLOZ,London-Corbin Airport/Magee Field,London,KY,37.0821990967,-84.08489990230001,medium_airport,1.0
RAP,KRAP,KRAP,Rapid City Regional Airport,Rapid City,SD,44.0452995300293,-103.05699920654295,medium_airport,2.0
RAL,KRAL,KRAL,Riverside Municipal Airport,Riverside,CA,33.9519,-117.445,medium_airport,1.0
LRD,KLRD,KLRD,Laredo International Airport,Laredo,TX,27.5438,-99.461601,medium_airport,3.0
LRF,KLRF,KLRF,Little Rock Air Force Base,Jacksonville,AR,34.916900634799994,-92.14969635010002,medium_airport,2.0
LRU,KLRU,KLRU,Las Cruces International Airport,Las Cruces,NM,32.289398,-106.921997,medium_airport,3.0
LSE,KLSE,KLSE,La Crosse Regional Airport,La Crosse,WI,43.879002,-91.256699,medium_airport,3.0
LSF,KLSF,KLSF,Lawson Army Air Field,Fort Benning,GA,32.332546,-84.988003,medium_airport,1.0
IAG,KIAG,KIAG,Niagara Falls International Airport,Niagara Falls,NY,43.1073,-78.946198,medium_airport,2.0
IPT,KIPT,KIPT,Williamsport Regional Airport,Williamsport,PA,41.242126,-76.92245,medium_airport,2.0
OPF,KOPF,KOPF,Miami-Opa Locka Executive Airport,Miami,FL,25.907,-80.278397,medium_airport,3.0
TRI,KTRI,KTRI,Tri-Cities Regional TN/VA Airport,Blountville,TN,36.475201,-82.407401,medium_airport,2.0
BJI,KBJI,KBJI,Bemidji Regional Airport,Bemidji,MN,47.50939941,-94.93370056,medium_airport,2.0
PAQ,PAAQ,PAAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,AK,61.594898,-149.08901,medium_airport,2.0
BKE,KBKE,KBKE,Baker City Municipal Airport,Baker City,OR,44.8372993469,-117.808998108,medium_airport,3.0
BFK,KBKF,KBKF,Buckley Space Force Base,Aurora,CO,39.701698,-104.751999,medium_airport,1.0
BKL,KBKL,KBKL,Burke Lakefront Airport,Cleveland,OH,41.51750183105469,-81.68329620361328,medium_airport,2.0
NUI,PAQT,PAQT,Nuiqsut Airport,Nuiqsut,AK,70.209999,-151.005998,medium_airport,1.0
BKW,KBKW,KBKW,Raleigh County Memorial Airport,Beaver,WV,37.7873,-81.124199,medium_airport,2.0
ARC,PARC,PARC,Arctic Village Airport,Arctic Village,AK,68.1147,-145.578995,medium_airport,1.0
BLF,KBLF,KBLF,Mercer County Airport,Bluefield,WV,37.295799,-81.207703,medium_airport,1.0
BJC,KBJC,KBJC,Rocky Mountain Metropolitan Airport,Denver,CO,39.908798,-105.116997,medium_airport,3.0
BLH,KBLH,KBLH,Blythe Airport,Blythe,CA,33.6192016602,-114.717002869,medium_airport,2.0
RBY,PARY,PARY,Ruby Airport,Ruby,AK,64.727203,-155.470001,medium_airport,1.0
BLV,KBLV,KBLV,Scott AFB/Midamerica Airport,Belleville,IL,38.5452,-89.835197,medium_airport,2.0
SVA,PASA,PASA,Savoonga Airport,Savoonga,AK,63.686401,-170.492996,medium_airport,1.0
BMG,KBMG,KBMG,Monroe County Airport,Bloomington,IN,39.145999908447266,-86.61669921875,medium_airport,2.0
BMI,KBMI,KBMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,IL,40.4771,-88.915901,medium_airport,2.0
SCC,PASC,PASC,Deadhorse Airport,Deadhorse,AK,70.19470215,-148.4649963,medium_airport,1.0
SDP,PASD,PASD,Sand Point Airport,Sand Point,AK,55.313908,-160.522099,medium_airport,1.0
BNO,KBNO,KBNO,Burns Municipal Airport,Burns,OR,43.590463,-118.955154,medium_airport,2.0
SIT,PASI,PASI,Sitka Rocky Gutierrez Airport,Sitka,AK,57.04710006713867,-135.36199951171875,medium_airport,1.0
BLI,KBLI,KBLI,Bellingham International Airport,Bellingham,WA,48.79280090332031,-122.53800201416016,medium_airport,1.0
BPI,KBPI,KBPI,Miley Memorial Field,Big Piney,WY,42.58509827,-110.1110001,medium_airport,2.0
BIX,KBIX,KBIX,Keesler Air Force Base,Biloxi,MS,30.4104003906,-88.92440032959999,medium_airport,1.0
BIL,KBIL,KBIL,Billings Logan International Airport,Billings,MT,45.808932,-108.541242,medium_airport,3.0
BRW,PABR,PABR,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,AK,71.285402,-156.766008,medium_airport,1.0
BED,KBED,KBED,Laurence G Hanscom Field,Bedford,MA,42.470001,-71.289001,medium_airport,2.0
BFD,KBFD,KBFD,Bradford Regional Airport,Bradford,PA,41.8031005859375,-78.64009857177734,medium_airport,2.0
BFF,KBFF,KBFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,NE,41.87400055,-103.5960007,medium_airport,2.0
BFI,KBFI,KBFI,King County International Airport - Boeing Field,Seattle,WA,47.527042,-122.29995,medium_airport,2.0
BFL,KBFL,KBFL,Meadows Field,Bakersfield,CA,35.433601,-119.056999,medium_airport,2.0
BFM,KBFM,KBFM,Mobile Downtown Airport,Mobile,AL,30.626800537100003,-88.06809997559999,medium_airport,2.0
STG,PAPB,PAPB,St George Airport,St George,AK,56.577345,-169.663823,medium_airport,1.0
KPC,PAPC,PAPC,Port Clarence Coast Guard Station,Port Clarence,AK,65.2537002563,-166.85899353,medium_airport,1.0
BIS,KBIS,KBIS,Bismarck Municipal Airport,Bismarck,ND,46.772734,-100.746874,medium_airport,2.0
PSG,PAPG,PAPG,Petersburg James A Johnson Airport,Petersburg,AK,56.80170059,-132.9450073,medium_airport,1.0
BIG,PABI,PABI,Allen Army Airfield,Delta Junction Ft Greely,AK,63.994499,-145.722,medium_airport,3.0
PTU,PAPM,PAPM,Platinum Airport,Platinum,AK,59.017675,-161.827927,medium_airport,1.0
BGM,KBGM,KBGM,Greater Binghamton/Edwin A Link field,Binghamton,NY,42.20869827,-75.97979736,medium_airport,2.0
BGR,KBGR,KBGR,Bangor International Airport,Bangor,ME,44.806364,-68.826668,medium_airport,1.0
BHB,KBHB,KBHB,Hancock County-Bar Harbor Airport,Bar Harbor,ME,44.45000076,-68.3615036,medium_airport,2.0
BET,PABE,PABE,Bethel Airport,Bethel,AK,60.77980042,-161.8379974,medium_airport,2.0
BTI,PABA,PABA,Barter Island Long Range Radar Station Airport,Barter Island,AK,70.134003,-143.582001,medium_airport,1.0
BIF,KBIF,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,TX,31.84950066,-106.3799973,medium_airport,1.0
BIH,KBIH,KBIH,Eastern Sierra Regional Airport,Bishop,CA,37.3731,-118.363998,medium_airport,3.0
PTH,PAPH,PAPH,Port Heiden Airport,Port Heiden,AK,56.957893,-158.630219,medium_airport,2.0
WMH,KBPK,KBPK,Ozark Regional Airport,Mountain Home,AR,36.3689002991,-92.4704971313,medium_airport,1.0
BPT,KBPT,KBPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,TX,29.9508,-94.020699,medium_airport,2.0
BQK,KBQK,KBQK,Brunswick Golden Isles Airport,Brunswick,GA,31.258801,-81.466499,medium_airport,1.0
NHZ,KBXM,KBXM,Brunswick Executive Airport,Brunswick,ME,43.89220047,-69.93859863,medium_airport,1.0
WYS,KWYS,KWYS,Yellowstone Airport,West Yellowstone,MT,44.6884,-111.117996,medium_airport,1.0
BYH,KBYH,KBYH,Arkansas International Airport,Blytheville,AR,35.9642982483,-89.94400024410001,medium_airport,1.0
BYI,KBYI,KBYI,Burley Municipal Airport,Burley,ID,42.542598724399994,-113.772003174,medium_airport,2.0
BYS,KBYS,KBYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow,CA,35.2804985046,-116.629997253,medium_airport,2.0
WWR,KWWR,KWWR,West Woodward Airport,Woodward,OK,36.438,-99.5226667,medium_airport,1.0
BZN,KBZN,KBZN,Bozeman Yellowstone International Airport,Bozeman,MT,45.778853,-111.153711,medium_airport,2.0
WWD,KWWD,KWWD,Cape May County Airport,Wildwood,NJ,39.0084991455,-74.9083023071,medium_airport,2.0
UNK,PAUN,PAUN,Unalakleet Airport,Unalakleet,AK,63.888401,-160.798996,medium_airport,1.0
XNA,KXNA,KXNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,AR,36.281898,-94.306801,medium_airport,2.0
WST,KWST,KWST,Westerly State Airport,Westerly,RI,41.349602,-71.803398,medium_airport,2.0
WRL,KWRL,KWRL,Worland Municipal Airport,Worland,WY,43.965698,-107.950996,medium_airport,1.0
CAK,KCAK,KCAK,Akron Canton Regional Airport,Akron,OH,40.91609954833984,-81.44219970703125,medium_airport,2.0
WRI,KWRI,KWRI,Mc Guire Air Force Base,Wrightstown,NJ,40.0155983,-74.59169769,medium_airport,2.0
CAR,KCAR,KCAR,Caribou Municipal Airport,Caribou,ME,46.871498,-68.017899,medium_airport,2.0
WRB,KWRB,KWRB,Robins Air Force Base,Warner Robins,GA,32.640099,-83.591904,medium_airport,1.0
WMC,KWMC,KWMC,Winnemucca Municipal Airport,Winnemucca,NV,40.8965988159,-117.805999756,medium_airport,2.0
CBM,KCBM,KCBM,Columbus Air Force Base,Columbus,MS,33.643799,-88.443802,medium_airport,3.0
WJF,KWJF,KWJF,General William J Fox Airfield,Lancaster,CA,34.7411,-118.219002,medium_airport,1.0
CCR,KCCR,KCCR,Buchanan Field,Concord,CA,37.9897,-122.056999,medium_airport,2.0
CAE,KCAE,KCAE,Columbia Metropolitan Airport,Columbia,SC,33.938172,-81.123022,medium_airport,2.0
XWA,KXWA,KXWA,Williston Basin International Airport,Williston,ND,48.260863,-103.75116,medium_airport,1.0
BWG,KBWG,KBWG,Bowling Green Warren County Regional Airport,Bowling Green,KY,36.964500427199994,-86.41970062259999,medium_airport,2.0
YIP,KYIP,KYIP,Willow Run Airport,Detroit,MI,42.2379,-83.530403,medium_airport,2.0
BRD,KBRD,KBRD,Brainerd Lakes Regional Airport,Brainerd,MN,46.402861,-94.129727,medium_airport,3.0
SNP,PASN,PASN,St Paul Island Airport,St Paul Island,AK,57.166311,-170.222555,medium_airport,1.0
BRL,KBRL,KBRL,Southeast Iowa Regional Airport,Burlington,IA,40.783199310302734,-91.12550354003906,medium_airport,2.0
BRO,KBRO,KBRO,Brownsville South Padre Island International Airport,Brownsville,TX,25.907238,-97.425235,medium_airport,2.0
BTL,KBTL,KBTL,Battle Creek Executive Airport at Kellogg Field,Battle Creek,MI,42.307301,-85.251503,medium_airport,3.0
BTM,KBTM,KBTM,Bert Mooney Airport,Butte,MT,45.95479965209961,-112.49700164794922,medium_airport,2.0
SVW,PASV,PASV,Sparrevohn LRRS Airport,Sparrevohn,AK,61.09740067,-155.5740051,medium_airport,1.0
BTR,KBTR,KBTR,Baton Rouge Metropolitan Airport,Baton Rouge,LA,30.533199,-91.149597,medium_airport,3.0
BTV,KBTV,KBTV,Patrick Leahy Burlington International Airport,Burlington,VT,44.471901,-73.153297,medium_airport,2.0
SXQ,PASX,PASX,Soldotna Airport,Soldotna,AK,60.474935,-151.038471,medium_airport,1.0
SYA,PASY,PASY,Eareckson Air Station,Shemya,AK,52.71229935,174.1139984,medium_airport,1.0
ZZV,KZZV,KZZV,Zanesville Municipal Airport,Zanesville,OH,39.9444007874,-81.89209747310001,medium_airport,2.0
BFP,KBVI,KBVI,Beaver County Airport,Beaver Falls,PA,40.772499,-80.391403,medium_airport,1.0
ACV,KACV,KACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,CA,40.978101,-124.109,medium_airport,2.0
TKA,PATK,PATK,Talkeetna Airport,Talkeetna,AK,62.320499420166,-150.09399414062,medium_airport,1.0
YNG,KYNG,KYNG,Youngstown Warren Regional Airport,Youngstown/Warren,OH,41.26070023,-80.67910004,medium_airport,3.0
YKN,KYKN,KYKN,Chan Gurney Municipal Airport,Yankton,SD,42.916698455811,-97.385902404785,medium_airport,2.0
TLJ,PATL,PATL,Tatalina LRRS Airport,Takotna,AK,62.8944015503,-155.977005005,medium_airport,1.0
BVY,KBVY,KBVY,Beverly Regional Airport,Beverly / Danvers,MA,42.584202,-70.916496,medium_airport,2.0
YKM,KYKM,KYKM,Yakima Air Terminal McAllister Field,Yakima,WA,46.56819916,-120.5439987,medium_airport,2.0
ATK,PATQ,PATQ,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,AK,70.46704,-157.436013,medium_airport,1.0
OTZ,PAOT,PAOT,Ralph Wien Memorial Airport,Kotzebue,AK,66.88469696,-162.598999,medium_airport,2.0
CDB,PACD,PACD,Cold Bay Airport,Cold Bay,AK,55.207871,-162.725029,medium_airport,2.0
BDR,KBDR,KBDR,Igor I Sikorsky Memorial Airport,Bridgeport,CT,41.163502,-73.126198,medium_airport,2.0
ORT,PAOR,PAOR,Northway Airport,Northway,AK,62.9613,-141.929001,medium_airport,1.0
ALM,KALM,KALM,Alamogordo White Sands Regional Airport,Alamogordo,NM,32.837818,-105.993149,medium_airport,1.0
ALN,KALN,KALN,St Louis Regional Airport,Alton/St Louis,IL,38.89030075069999,-90.0459976196,medium_airport,2.0
ALO,KALO,KALO,Waterloo Regional Airport,Waterloo,IA,42.557098388671875,-92.40029907226562,medium_airport,2.0
KLW,PAKW,PAKW,Klawock Airport,Klawock,AK,55.579201,-133.076004,medium_airport,1.0
ALS,KALS,KALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,CO,37.434898,-105.866997,medium_airport,1.0
ALW,KALW,KALW,Walla Walla Regional Airport,Walla Walla,WA,46.09489822,-118.288002,medium_airport,1.0
HNS,PAHN,PAHN,Haines Airport,Haines,AK,59.243921,-135.523925,medium_airport,1.0
AMA,KAMA,KAMA,Rick Husband Amarillo International Airport,Amarillo,TX,35.217857,-101.706444,medium_airport,2.0
HSL,PAHL,PAHL,Huslia Airport,Huslia,AK,65.697899,-156.350998,medium_airport,1.0
ALI,KALI,KALI,Alice International Airport,Alice,TX,27.7409,-98.026901,medium_airport,2.0
HCR,PAHC,PAHC,Holy Cross Airport,Holy Cross,AK,62.18830108642578,-159.77499389648438,medium_airport,1.0
AND,KAND,KAND,Anderson Regional Airport,Anderson,SC,34.4945983887,-82.70939636230001,medium_airport,2.0
MFH,K67L,K67L,Mesquite Airport,Mesquite,NV,36.833105,-114.055928,medium_airport,1.0
BLD,KBVU,K61B,Boulder City Municipal Airport,Boulder City,NV,35.947161,-114.858799,medium_airport,2.0
GST,PAGS,PAGS,Gustavus Airport,Gustavus,AK,58.4253006,-135.7070007,medium_airport,2.0
GAM,PAGM,PAGM,Gambell Airport,Gambell,AK,63.767694,-171.733303,medium_airport,1.0
AOO,KAOO,KAOO,Altoona Blair County Airport,Altoona,PA,40.296398,-78.32,medium_airport,2.0
APA,KAPA,KAPA,Centennial Airport,Denver,CO,39.57009888,-104.848999,medium_airport,3.0
APF,KAPF,KAPF,Naples Municipal Airport,Naples,FL,26.1525993347,-81.7752990723,medium_airport,2.0
APG,KAPG,KAPG,Phillips Army Air Field,Aberdeen,MD,39.466202,-76.1688,medium_airport,1.0
ANB,KANB,KANB,Anniston Regional Airport,Anniston,AL,33.5882,-85.8581,medium_airport,1.0
AKC,KAKR,KAKR,Akron Fulton International Airport,Akron,OH,41.037355,-81.46784,medium_airport,1.0
HOM,PAHO,PAHO,Homer Airport,Homer,AK,59.644456,-151.479235,medium_airport,1.0
KTN,PAKT,PAKT,Ketchikan International Airport,Ketchikan,AK,55.35559845,-131.7140045,medium_airport,1.0
ACT,KACT,KACT,Waco Regional Airport,Waco,TX,31.611299514770508,-97.23049926757812,medium_airport,2.0
ADT,KADH,KADH,Ada Regional Airport,Ada,OK,34.805214,-96.671988,medium_airport,1.0
ADW,KADW,KADW,Joint Base Andrews,Camp Springs,MD,38.810799,-76.866997,medium_airport,2.0
ACK,KACK,KACK,Nantucket Memorial Airport,Nantucket,MA,41.25310135,-70.06020355,medium_airport,2.0
AEX,KAEX,KAEX,Alexandria International Airport,Alexandria,LA,31.325828,-92.546702,medium_airport,2.0
JNU,PAJN,PAJN,Juneau International Airport,Juneau,AK,58.354935,-134.574416,medium_airport,2.0
ABY,KABY,KABY,Southwest Georgia Regional Airport,Albany,GA,31.532946,-84.196215,medium_airport,2.0
ABR,KABR,KABR,Aberdeen Regional Airport,Aberdeen,SD,45.449100494384766,-98.42179870605467,medium_airport,2.0
AFW,KAFW,KAFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,TX,32.99044,-97.31947,medium_airport,2.0
AGC,KAGC,KAGC,Allegheny County Airport,Pittsburgh,PA,40.354401,-79.930199,medium_airport,2.0
UTO,PAIM,PAIM,Indian Mountain LRRS Airport,Utopia Creek,AK,65.992798,-153.703995,medium_airport,1.0
AGS,KAGS,KAGS,Augusta Regional At Bush Field,Augusta,GA,33.3699,-81.9645,medium_airport,2.0
ILI,PAIL,PAIL,Iliamna Airport,Iliamna,AK,59.754398,-154.910996,medium_airport,2.0
ABI,KABI,KABI,Abilene Regional Airport,Abilene,TX,32.4113006592,-99.6819000244,medium_airport,3.0
IAN,PAIK,PAIK,Bob Baker Memorial Airport,Kiana,AK,66.976128,-160.439014,medium_airport,1.0
ABE,KABE,KABE,Lehigh Valley International Airport,Allentown/Bethlehem,PA,40.651773,-75.442797,medium_airport,2.0
AHN,KAHN,KAHN,Athens Ben Epps Airport,Athens,GA,33.948842,-83.325634,medium_airport,2.0
AIA,KAIA,KAIA,Alliance Municipal Airport,Alliance,NE,42.052543,-102.803965,medium_airport,3.0
EGX,PAII,PAII,Egegik Airport,Egegik,AK,58.184386,-157.374873,medium_airport,1.0
AKN,PAKN,PAKN,King Salmon Airport,King Salmon,AK,58.677845,-156.651965,medium_airport,3.0
AKP,PAKP,PAKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,AK,68.133598,-151.742996,medium_airport,1.0
GKN,PAGK,PAGK,Gulkana Airport,Gulkana,AK,62.155859,-145.454662,medium_airport,1.0
CCY,KCCY,KCCY,Northeast Iowa Regional Airport,Charles City,IA,43.0726013184,-92.6108016968,medium_airport,1.0
APN,KAPN,KAPN,Alpena County Regional Airport,Alpena,MI,45.0780983,-83.56030273,medium_airport,2.0
ARA,KARA,KARA,Acadiana Regional Airport,New Iberia,LA,30.0378,-91.883904,medium_airport,2.0
ADK,PADK,PADK,Adak Airport,Adak,AK,51.883564,-176.642783,medium_airport,1.0
AXN,KAXN,KAXN,Chandler Field,Alexandria,MN,45.866299,-95.394699,medium_airport,2.0
ENN,PANN,PANN,Nenana Municipal Airport,Nenana,AK,64.548772,-149.074516,medium_airport,2.0
DRG,PADE,PADE,Deering Airport,Deering,AK,66.068901,-162.766914,medium_airport,1.0
CZF,PACZ,PACZ,Cape Romanzof LRRS Airport,Cape Romanzof,AK,61.78030014,-166.0390015,medium_airport,1.0
ANN,PANT,PANT,Annette Island Airport,Metlakatla,AK,55.037663,-131.572609,medium_airport,2.0
ANV,PANV,PANV,Anvik Airport,Anvik,AK,62.646702,-160.190994,medium_airport,1.0
DSI,KDTS,KDTS,Destin Executive Airport,Destin,FL,30.400101,-86.471497,medium_airport,1.0
AZO,KAZO,KAZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,42.232105,-85.549637,medium_airport,2.0
DLG,PADL,PADL,Dillingham Airport,Dillingham,AK,59.04470062,-158.5050049,medium_airport,1.0
BAB,KBAB,KBAB,Beale Air Force Base,Beale Air Force Base,CA,39.136101,-121.436996,medium_airport,1.0
BAF,KBAF,KBAF,Westfield-Barnes Regional Airport,Westfield,MA,42.157799,-72.715599,medium_airport,2.0
CLU,KBAK,KBAK,Columbus Municipal Airport,Columbus,IN,39.262386,-85.895576,medium_airport,2.0
CDV,PACV,PACV,Merle K (Mudhole) Smith Airport,Cordova,AK,60.491798,-145.477997,medium_airport,1.0
BBD,KBBD,KBBD,Curtis Field,Brady,TX,31.178931,-99.324732,medium_airport,1.0
BKG,KBBG,KBBG,Branson Airport,Branson,MO,36.532082,-93.200544,medium_airport,1.0
OME,PAOM,PAOM,Nome Airport,Nome,AK,64.51219940185547,-165.44500732421875,medium_airport,2.0
BCE,KBCE,KBCE,Bryce Canyon Airport,Bryce Canyon,UT,37.706401825,-112.144996643,medium_airport,1.0
BCT,KBCT,KBCT,Boca Raton Airport,Boca Raton,FL,26.3785,-80.107697,medium_airport,1.0
BDE,KBDE,KBDE,Baudette International Airport,Baudette,MN,48.728401,-94.612198,medium_airport,2.0
BAD,KBAD,KBAD,Barksdale Air Force Base,Bossier City,LA,32.501801,-93.662697,medium_airport,1.0
ANI,PANI,PANI,Aniak Airport,Aniak,AK,61.581600189208984,-159.54299926757812,medium_airport,1.0
ADQ,PADQ,PADQ,Kodiak Airport,Kodiak,AK,57.75,-152.4940033,medium_airport,3.0
AVP,KAVP,KAVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,41.337064,-75.724232,medium_airport,2.0
GAL,PAGA,PAGA,Edward G. Pitka Sr Airport,Galena,AK,64.736198,-156.936997,medium_airport,1.0
MCG,PAMC,PAMC,McGrath Airport,McGrath,AK,62.95289993,-155.6060028,medium_airport,1.0
